interaction_id,traveller_id,hotel_id,month,nights,budget,hotel_price,comfort_match,party_match,accessibility_match,budget_fit,location_quality,amenity_match,route_efficiency,context_component,excessive_cost_penalty,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,comfort_level,star_category,quality_score,price_per_night,room_capacity,accessibility_score
HI0000093,T000024,H0015,March,1,34207,24244.0,100.0,83.17,100.0,99.11,67.72,62.5,85.75,100.0,0.52,99.23,train,family,4,1,0,5,balanced,low,luxury,no_restriction,no_preference,balanced,92,71,53,61,28,43,79,73,29,80,42,9,luxury,5,88.6,24244,2,66
HI0000094,T000024,H0010,March,1,34207,2651.0,16.0,22.63,100.0,100.0,57.16,25.0,74.8,100.0,0.0,64.77,train,family,4,1,0,5,balanced,low,luxury,no_restriction,no_preference,balanced,92,71,53,61,28,43,79,73,29,80,42,9,budget,2,58.1,2651,2,28
HI0000095,T000024,H0033,March,1,34207,10987.0,72.0,73.97,100.0,100.0,67.72,75.0,80.35,100.0,0.0,99.6,train,family,4,1,0,5,balanced,low,luxury,no_restriction,no_preference,balanced,92,71,53,61,28,43,79,73,29,80,42,9,premium,4,83.0,10987,2,65
HI0000096,T000024,H0038,March,1,34207,9325.0,72.0,54.65,100.0,100.0,57.88,62.5,81.7,100.0,0.0,100.0,train,family,4,1,0,5,balanced,low,luxury,no_restriction,no_preference,balanced,92,71,53,61,28,43,79,73,29,80,42,9,premium,4,86.7,9325,2,82
HI0000097,T000025,H0007,October,2,46425,27129.0,72.0,61.64,100.0,0.0,62.92,100.0,84.4,100.0,62.46,56.72,train,family,4,4,0,8,packed,low,premium,no_restriction,no_preference,lowest_cost,72,76,49,63,66,25,0,63,73,83,39,85,luxury,5,89.5,27129,3,54
HI0000098,T000025,H0014,October,2,46425,11338.0,100.0,56.49,100.0,100.0,61.6,62.5,80.8,100.0,0.0,100.0,train,family,4,4,0,8,packed,low,premium,no_restriction,no_preference,lowest_cost,72,76,49,63,66,25,0,63,73,83,39,85,premium,4,89.7,11338,2,74
HI0000099,T000025,H0036,October,2,46425,3166.0,72.0,49.68,100.0,100.0,47.92,37.5,69.55,100.0,0.0,88.22,train,family,4,4,0,8,packed,low,premium,no_restriction,no_preference,lowest_cost,72,76,49,63,66,25,0,63,73,83,39,85,standard,3,68.6,3166,2,51
HI0000100,T000025,H0024,October,2,46425,2813.0,44.0,61.46,100.0,100.0,67.36,62.5,87.4,100.0,0.0,91.79,train,family,4,4,0,8,packed,low,premium,no_restriction,no_preference,lowest_cost,72,76,49,63,66,25,0,63,73,83,39,85,budget,2,45.5,2813,2,63
HI0000101,T000026,H0007,December,1,40080,27129.0,100.0,61.64,100.0,100.0,62.92,100.0,84.4,100.0,0.0,100.0,train,family,4,1,0,5,packed,medium,luxury,no_restriction,no_preference,lowest_cost,62,76,87,52,33,53,79,80,5,63,63,0,luxury,5,89.5,27129,3,54
HI0000102,T000026,H0025,December,1,40080,27248.0,100.0,57.22,100.0,88.13,52.12,75.0,81.7,100.0,10.39,93.11,train,family,4,1,0,5,packed,medium,luxury,no_restriction,no_preference,lowest_cost,62,76,87,52,33,53,79,80,5,63,63,0,luxury,5,91.8,27248,2,71
HI0000103,T000026,H0011,December,1,40080,6631.0,44.0,50.97,100.0,100.0,60.4,75.0,78.55,100.0,0.0,86.65,train,family,4,1,0,5,packed,medium,luxury,no_restriction,no_preference,lowest_cost,62,76,87,52,33,53,79,80,5,63,63,0,standard,3,62.4,6631,2,15
HI0000104,T000026,H0013,December,1,40080,4412.0,44.0,58.33,100.0,100.0,74.56,62.5,86.65,100.0,0.0,92.65,train,family,4,1,0,5,packed,medium,luxury,no_restriction,no_preference,lowest_cost,62,76,87,52,33,53,79,80,5,63,63,0,standard,3,57.2,4412,3,62
HI0000105,T000027,H0040,October,3,20947,4665.0,100.0,49.0,52.0,86.71,54.88,50.0,73.9,100.0,7.75,87.69,train,seniors,0,0,3,3,easy_going,low,standard,reduced_walking,vegetarian,balanced,73,86,84,46,59,35,15,36,56,46,52,56,standard,3,59.5,4665,3,42
HI0000106,T000027,H0008,October,3,20947,1314.0,72.0,61.64,54.0,100.0,46.48,37.5,67.15,100.0,0.0,93.46,train,seniors,0,0,3,3,easy_going,low,standard,reduced_walking,vegetarian,balanced,73,86,84,46,59,35,15,36,56,46,52,56,budget,2,35.5,1314,2,44
HI0000107,T000027,H0038,October,3,20947,9325.0,72.0,78.2,92.0,0.0,57.88,62.5,81.7,100.0,100.0,60.93,train,seniors,0,0,3,3,easy_going,low,standard,reduced_walking,vegetarian,balanced,73,86,84,46,59,35,15,36,56,46,52,56,premium,4,86.7,9325,2,82
HI0000108,T000027,H0027,October,3,20947,11145.0,72.0,78.2,86.0,0.0,68.2,62.5,86.05,100.0,100.0,53.78,train,seniors,0,0,3,3,easy_going,low,standard,reduced_walking,vegetarian,balanced,73,86,84,46,59,35,15,36,56,46,52,56,premium,4,72.4,11145,2,76
HI0000109,T000028,H0002,January,2,26300,27738.0,100.0,78.0,100.0,35.08,68.92,62.5,81.55,100.0,37.87,85.58,train,couple,2,0,0,2,balanced,low,luxury,no_restriction,no_preference,lowest_cost,85,85,61,54,66,28,72,77,51,51,30,74,luxury,5,93.1,27738,3,65
HI0000110,T000028,H0029,January,2,26300,3084.0,44.0,81.0,100.0,100.0,52.84,62.5,77.35,100.0,0.0,81.37,train,couple,2,0,0,2,balanced,low,luxury,no_restriction,no_preference,lowest_cost,85,85,61,54,66,28,72,77,51,51,30,74,standard,3,74.8,3084,2,83
HI0000111,T000028,H0017,January,2,26300,2123.0,16.0,82.0,100.0,100.0,75.28,75.0,85.0,100.0,0.0,99.44,train,couple,2,0,0,2,balanced,low,luxury,no_restriction,no_preference,lowest_cost,85,85,61,54,66,28,72,77,51,51,30,74,budget,2,58.2,2123,2,34
HI0000112,T000028,H0016,January,2,26300,9320.0,72.0,59.0,100.0,100.0,55.6,62.5,81.55,100.0,0.0,84.85,train,couple,2,0,0,2,balanced,low,luxury,no_restriction,no_preference,lowest_cost,85,85,61,54,66,28,72,77,51,51,30,74,premium,4,87.3,9320,2,55
HI0000113,T000029,H0004,February,6,71045,4879.0,100.0,79.12,100.0,100.0,58.72,75.0,78.25,100.0,0.0,100.0,train,family,5,2,0,7,balanced,low,standard,no_restriction,non_vegetarian,public_transport,38,6,69,20,30,39,41,0,11,86,0,50,standard,3,68.9,4879,3,60
HI0000114,T000029,H0039,February,6,71045,25055.0,44.0,82.43,100.0,0.0,52.36,100.0,73.3,100.0,100.0,49.59,train,family,5,2,0,7,balanced,low,standard,no_restriction,non_vegetarian,public_transport,38,6,69,20,30,39,41,0,11,86,0,50,luxury,5,91.0,25055,2,100
HI0000115,T000029,H0008,February,6,71045,1314.0,72.0,70.29,100.0,100.0,46.48,50.0,67.15,100.0,0.0,98.67,train,family,5,2,0,7,balanced,low,standard,no_restriction,non_vegetarian,public_transport,38,6,69,20,30,39,41,0,11,86,0,50,budget,2,35.5,1314,2,44
HI0000116,T000029,H0022,February,6,71045,7622.0,72.0,38.09,100.0,76.17,68.68,75.0,82.15,100.0,13.9,78.11,train,family,5,2,0,7,balanced,low,standard,no_restriction,non_vegetarian,public_transport,38,6,69,20,30,39,41,0,11,86,0,50,premium,4,85.5,7622,2,71
HI0000117,T000030,H0020,December,3,80846,3776.0,72.0,43.79,69.0,100.0,82.72,75.0,91.0,100.0,0.0,97.49,train,family,3,1,0,4,balanced,high,premium,reduced_walking,vegetarian,lowest_cost,62,20,86,80,60,58,66,66,0,64,69,35,standard,3,66.7,3776,3,59
HI0000118,T000030,H0032,December,3,80846,3917.0,72.0,65.69,64.0,100.0,44.44,37.5,74.5,100.0,0.0,100.0,train,family,3,1,0,4,balanced,high,premium,reduced_walking,vegetarian,lowest_cost,62,20,86,80,60,58,66,66,0,64,69,35,standard,3,71.5,3917,3,54
HI0000119,T000030,H0025,December,3,80846,27248.0,72.0,57.22,81.0,44.53,52.12,75.0,81.7,100.0,80.89,71.54,train,family,3,1,0,4,balanced,high,premium,reduced_walking,vegetarian,lowest_cost,62,20,86,80,60,58,66,66,0,64,69,35,luxury,5,91.8,27248,2,71
HI0000120,T000030,H0027,December,3,80846,11145.0,100.0,67.9,86.0,100.0,68.2,75.0,86.05,100.0,0.0,100.0,train,family,3,1,0,4,balanced,high,premium,reduced_walking,vegetarian,lowest_cost,62,20,86,80,60,58,66,66,0,64,69,35,premium,4,72.4,11145,2,76
HI0000121,T000031,H0039,November,4,190046,25055.0,100.0,82.43,100.0,80.4,52.36,100.0,73.3,100.0,17.15,100.0,validation,family,5,4,0,9,balanced,medium,luxury,no_restriction,no_preference,lowest_cost,62,71,87,87,64,84,35,21,50,71,77,42,luxury,5,91.0,25055,2,100
HI0000122,T000031,H0035,November,4,190046,25212.0,100.0,78.02,100.0,100.0,53.08,100.0,74.35,100.0,0.0,96.44,validation,family,5,4,0,9,balanced,medium,luxury,no_restriction,no_preference,lowest_cost,62,71,87,87,64,84,35,21,50,71,77,42,luxury,5,90.3,25212,2,72
HI0000123,T000031,H0027,November,4,190046,11145.0,72.0,67.9,100.0,100.0,68.2,75.0,86.05,100.0,0.0,100.0,validation,family,5,4,0,9,balanced,medium,luxury,no_restriction,no_preference,lowest_cost,62,71,87,87,64,84,35,21,50,71,77,42,premium,4,72.4,11145,2,76
HI0000124,T000031,H0013,November,4,190046,4412.0,44.0,58.33,100.0,100.0,74.56,62.5,86.65,100.0,0.0,95.49,validation,family,5,4,0,9,balanced,medium,luxury,no_restriction,no_preference,lowest_cost,62,71,87,87,64,84,35,21,50,71,77,42,standard,3,57.2,4412,3,62
HI0000125,T000032,H0010,October,4,28844,2651.0,72.0,62.0,100.0,100.0,57.16,12.5,74.8,100.0,0.0,92.74,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,non_vegetarian,fastest,67,20,83,82,54,44,55,48,3,86,61,0,budget,2,58.1,2651,2,28
HI0000126,T000032,H0033,October,4,28844,10987.0,72.0,64.0,100.0,0.0,67.72,62.5,80.35,100.0,100.0,56.85,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,non_vegetarian,fastest,67,20,83,82,54,44,55,48,3,86,61,0,premium,4,83.0,10987,2,65
HI0000127,T000032,H0017,October,4,28844,2123.0,72.0,59.0,100.0,100.0,75.28,75.0,85.0,100.0,0.0,96.57,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,non_vegetarian,fastest,67,20,83,82,54,44,55,48,3,86,61,0,budget,2,58.2,2123,2,34
HI0000128,T000032,H0013,October,4,28844,4412.0,100.0,60.0,100.0,95.96,74.56,50.0,86.65,100.0,3.53,92.78,train,solo,1,0,0,1,easy_going,medium,standard,no_restriction,non_vegetarian,fastest,67,20,83,82,54,44,55,48,3,86,61,0,standard,3,57.2,4412,3,62
HI0000129,T000033,H0030,April,3,55993,1633.0,100.0,54.28,100.0,100.0,55.96,37.5,73.0,100.0,0.0,95.55,train,family,4,2,0,6,packed,medium,budget,no_restriction,vegan,private_transport,79,52,40,9,88,39,68,14,96,17,19,85,budget,2,36.7,1633,3,27
HI0000130,T000033,H0008,April,3,55993,1314.0,100.0,70.29,100.0,100.0,46.48,50.0,67.15,100.0,0.0,100.0,train,family,4,2,0,6,packed,medium,budget,no_restriction,vegan,private_transport,79,52,40,9,88,39,68,14,96,17,19,85,budget,2,35.5,1314,2,44
HI0000131,T000033,H0038,April,3,55993,9325.0,44.0,54.65,100.0,0.0,57.88,62.5,81.7,100.0,100.0,38.68,train,family,4,2,0,6,packed,medium,budget,no_restriction,vegan,private_transport,79,52,40,9,88,39,68,14,96,17,19,85,premium,4,86.7,9325,2,82
HI0000132,T000033,H0016,April,3,55993,9320.0,44.0,92.0,100.0,0.0,55.6,75.0,81.55,100.0,100.0,46.51,train,family,4,2,0,6,packed,medium,budget,no_restriction,vegan,private_transport,79,52,40,9,88,39,68,14,96,17,19,85,premium,4,87.3,9320,2,55
HI0000133,T000034,H0015,July,5,93775,24244.0,44.0,73.6,100.0,0.0,67.72,50.0,85.75,100.0,100.0,46.47,train,friends,8,0,0,8,balanced,medium,standard,no_restriction,vegetarian,private_transport,47,8,79,93,79,52,79,57,42,81,58,24,luxury,5,88.6,24244,2,66
HI0000134,T000034,H0005,July,5,93775,5001.0,100.0,59.8,100.0,100.0,61.6,62.5,79.45,74.3,0.0,100.0,train,friends,8,0,0,8,balanced,medium,standard,no_restriction,vegetarian,private_transport,47,8,79,93,79,52,79,57,42,81,58,24,standard,3,64.9,5001,2,47
HI0000135,T000034,H0008,July,5,93775,1314.0,72.0,75.44,100.0,100.0,46.48,37.5,67.15,100.0,0.0,100.0,train,friends,8,0,0,8,balanced,medium,standard,no_restriction,vegetarian,private_transport,47,8,79,93,79,52,79,57,42,81,58,24,budget,2,35.5,1314,2,44
HI0000136,T000034,H0034,July,5,93775,4196.0,100.0,72.68,100.0,100.0,52.96,75.0,74.8,79.64,0.0,97.74,train,friends,8,0,0,8,balanced,medium,standard,no_restriction,vegetarian,private_transport,47,8,79,93,79,52,79,57,42,81,58,24,standard,3,56.9,4196,3,38
HI0000137,T000035,H0040,February,3,36411,4665.0,100.0,62.0,100.0,94.69,54.88,50.0,73.9,100.0,7.75,100.0,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,66,87,45,39,56,21,48,88,40,52,12,56,standard,3,59.5,4665,3,42
HI0000138,T000035,H0005,February,3,36411,5001.0,100.0,66.0,100.0,90.85,61.6,62.5,79.45,100.0,13.35,98.24,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,66,87,45,39,56,21,48,88,40,52,12,56,standard,3,64.9,5001,2,47
HI0000139,T000035,H0024,February,3,36411,2813.0,72.0,60.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,100.0,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,66,87,45,39,56,21,48,88,40,52,12,56,budget,2,45.5,2813,2,63
HI0000140,T000035,H0016,February,3,36411,9320.0,72.0,64.0,100.0,41.49,55.6,62.5,81.55,100.0,85.33,65.87,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,66,87,45,39,56,21,48,88,40,52,12,56,premium,4,87.3,9320,2,55
HI0000141,T000036,H0019,November,7,50573,3860.0,100.0,72.0,100.0,100.0,63.16,50.0,77.2,100.0,0.0,100.0,train,seniors,0,0,1,1,balanced,high,standard,no_restriction,no_preference,public_transport,13,30,55,9,84,61,54,16,25,16,85,58,standard,3,63.5,3860,3,56
HI0000142,T000036,H0010,November,7,50573,2651.0,72.0,84.0,100.0,100.0,57.16,12.5,74.8,100.0,0.0,94.28,train,seniors,0,0,1,1,balanced,high,standard,no_restriction,no_preference,public_transport,13,30,55,9,84,61,54,16,25,16,85,58,budget,2,58.1,2651,2,28
HI0000143,T000036,H0029,November,7,50573,3084.0,100.0,55.0,100.0,100.0,52.84,62.5,77.35,100.0,0.0,100.0,train,seniors,0,0,1,1,balanced,high,standard,no_restriction,no_preference,public_transport,13,30,55,9,84,61,54,16,25,16,85,58,standard,3,74.8,3084,2,83
HI0000144,T000036,H0014,November,7,50573,11338.0,72.0,84.0,100.0,18.42,61.6,50.0,80.8,100.0,100.0,59.8,train,seniors,0,0,1,1,balanced,high,standard,no_restriction,no_preference,public_transport,13,30,55,9,84,61,54,16,25,16,85,58,premium,4,89.7,11338,2,74
HI0000145,T000037,H0030,September,3,43118,1633.0,44.0,74.52,100.0,100.0,55.96,37.5,73.0,100.0,0.0,86.42,train,friends,7,0,0,7,packed,low,premium,no_restriction,vegetarian,balanced,75,85,63,49,68,35,74,86,73,34,15,46,budget,2,36.7,1633,3,27
HI0000146,T000037,H0019,September,3,43118,3860.0,72.0,77.28,100.0,100.0,63.16,50.0,77.2,100.0,0.0,86.81,train,friends,7,0,0,7,packed,low,premium,no_restriction,vegetarian,balanced,75,85,63,49,68,35,74,86,73,34,15,46,standard,3,63.5,3860,3,56
HI0000147,T000037,H0025,September,3,43118,27248.0,72.0,72.68,100.0,0.0,52.12,62.5,81.7,100.0,69.28,66.65,train,friends,7,0,0,7,packed,low,premium,no_restriction,vegetarian,balanced,75,85,63,49,68,35,74,86,73,34,15,46,luxury,5,91.8,27248,2,71
HI0000148,T000037,H0027,September,3,43118,11145.0,100.0,80.96,100.0,100.0,68.2,62.5,86.05,100.0,0.0,100.0,train,friends,7,0,0,7,packed,low,premium,no_restriction,vegetarian,balanced,75,85,63,49,68,35,74,86,73,34,15,46,premium,4,72.4,11145,2,76
HI0000149,T000038,H0036,January,6,118644,3166.0,72.0,62.0,100.0,100.0,47.92,37.5,69.55,100.0,0.0,88.84,train,seniors,1,0,1,2,packed,high,premium,no_restriction,no_preference,private_transport,72,81,68,67,59,31,62,91,60,52,24,21,standard,3,68.6,3166,2,51
HI0000150,T000038,H0001,January,6,118644,2049.0,44.0,49.0,100.0,100.0,48.4,25.0,74.8,100.0,0.0,76.68,train,seniors,1,0,1,2,packed,high,premium,no_restriction,no_preference,private_transport,72,81,68,67,59,31,62,91,60,52,24,21,budget,2,36.3,2049,3,13
HI0000151,T000038,H0038,January,6,118644,9325.0,100.0,85.0,100.0,95.34,57.88,62.5,81.7,100.0,6.79,100.0,train,seniors,1,0,1,2,packed,high,premium,no_restriction,no_preference,private_transport,72,81,68,67,59,31,62,91,60,52,24,21,premium,4,86.7,9325,2,82
HI0000152,T000038,H0002,January,6,118644,27738.0,72.0,62.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,61.75,train,seniors,1,0,1,2,packed,high,premium,no_restriction,no_preference,private_transport,72,81,68,67,59,31,62,91,60,52,24,21,luxury,5,93.1,27738,3,65
HI0000153,T000039,H0001,July,4,49408,2049.0,72.0,67.16,100.0,100.0,48.4,25.0,74.8,100.0,0.0,100.0,train,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,balanced,83,73,81,56,40,53,48,68,57,53,55,59,budget,2,36.3,2049,3,13
HI0000154,T000039,H0008,July,4,49408,1314.0,72.0,75.44,100.0,100.0,46.48,37.5,67.15,100.0,0.0,91.42,train,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,balanced,83,73,81,56,40,53,48,68,57,53,55,59,budget,2,35.5,1314,2,44
HI0000155,T000039,H0025,July,4,49408,27248.0,44.0,72.68,100.0,0.0,52.12,62.5,81.7,100.0,100.0,53.14,train,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,balanced,83,73,81,56,40,53,48,68,57,53,55,59,luxury,5,91.8,27248,2,71
HI0000156,T000039,H0036,July,4,49408,3166.0,100.0,46.92,100.0,100.0,47.92,37.5,69.55,100.0,0.0,99.76,train,friends,5,0,0,5,packed,medium,standard,no_restriction,vegetarian,balanced,83,73,81,56,40,53,48,68,57,53,55,59,standard,3,68.6,3166,2,51
HI0000157,T000040,H0030,January,4,101613,1633.0,72.0,55.02,100.0,100.0,55.96,37.5,73.0,100.0,0.0,86.8,train,family,4,4,1,9,balanced,medium,standard,no_restriction,no_preference,fastest,86,79,78,67,74,43,37,55,61,66,58,58,budget,2,36.7,1633,3,27
HI0000158,T000040,H0018,January,4,101613,5949.0,100.0,47.18,100.0,100.0,56.08,25.0,80.5,100.0,0.0,100.0,train,family,4,4,1,9,balanced,medium,standard,no_restriction,no_preference,fastest,86,79,78,67,74,43,37,55,61,66,58,58,standard,3,71.9,5949,2,80
HI0000159,T000040,H0031,January,4,101613,6095.0,100.0,69.7,100.0,100.0,62.08,62.5,77.5,100.0,0.0,100.0,train,family,4,4,1,9,balanced,medium,standard,no_restriction,no_preference,fastest,86,79,78,67,74,43,37,55,61,66,58,58,standard,3,58.2,6095,3,25
HI0000160,T000040,H0022,January,4,101613,7622.0,72.0,48.61,100.0,65.12,68.68,75.0,82.15,100.0,30.52,92.46,train,family,4,4,1,9,balanced,medium,standard,no_restriction,no_preference,fastest,86,79,78,67,74,43,37,55,61,66,58,58,premium,4,85.5,7622,2,71
HI0000161,T000041,H0030,April,2,21728,1633.0,72.0,54.28,100.0,100.0,55.96,37.5,73.0,100.0,0.0,85.81,test,family,3,1,0,4,packed,low,standard,no_restriction,vegetarian,fastest,68,73,73,57,53,52,64,61,60,61,64,31,budget,2,36.7,1633,3,27
HI0000162,T000041,H0001,April,2,21728,2049.0,72.0,90.9,100.0,100.0,48.4,37.5,74.8,100.0,0.0,85.5,test,family,3,1,0,4,packed,low,standard,no_restriction,vegetarian,fastest,68,73,73,57,53,52,64,61,60,61,64,31,budget,2,36.3,2049,3,13
HI0000163,T000041,H0031,April,2,21728,6095.0,100.0,76.91,100.0,100.0,62.08,62.5,77.5,100.0,0.0,88.48,test,family,3,1,0,4,packed,low,standard,no_restriction,vegetarian,fastest,68,73,73,57,53,52,64,61,60,61,64,31,standard,3,58.2,6095,3,25
HI0000164,T000041,H0015,April,2,21728,24244.0,44.0,83.17,100.0,0.0,67.72,62.5,85.75,100.0,100.0,50.48,test,family,3,1,0,4,packed,low,standard,no_restriction,vegetarian,fastest,68,73,73,57,53,52,64,61,60,61,64,31,luxury,5,88.6,24244,2,66
HI0000165,T000042,H0015,November,4,75359,24244.0,72.0,73.6,100.0,0.0,67.72,50.0,85.75,100.0,62.57,49.44,train,friends,8,0,0,8,balanced,low,premium,no_restriction,vegetarian,balanced,88,65,45,68,65,58,75,75,13,63,45,25,luxury,5,88.6,24244,2,66
HI0000166,T000042,H0023,November,4,75359,24419.0,72.0,67.16,100.0,0.0,73.0,62.5,83.95,100.0,74.36,68.62,train,friends,8,0,0,8,balanced,low,premium,no_restriction,vegetarian,balanced,88,65,45,68,65,58,75,75,13,63,45,25,luxury,5,96.1,24419,2,61
HI0000167,T000042,H0038,November,4,75359,9325.0,100.0,68.08,100.0,100.0,57.88,62.5,81.7,100.0,0.0,100.0,train,friends,8,0,0,8,balanced,low,premium,no_restriction,vegetarian,balanced,88,65,45,68,65,58,75,75,13,63,45,25,premium,4,86.7,9325,2,82
HI0000168,T000042,H0031,November,4,75359,6095.0,72.0,56.12,100.0,100.0,62.08,50.0,77.5,100.0,0.0,98.35,train,friends,8,0,0,8,balanced,low,premium,no_restriction,vegetarian,balanced,88,65,45,68,65,58,75,75,13,63,45,25,standard,3,58.2,6095,3,25
HI0000169,T000043,H0015,January,3,36133,24244.0,44.0,79.0,100.0,0.0,67.72,50.0,85.75,100.0,100.0,57.56,train,couple,2,0,0,2,easy_going,high,standard,no_restriction,non_vegetarian,private_transport,91,76,56,44,62,38,56,80,43,54,0,46,luxury,5,88.6,24244,2,66
HI0000170,T000043,H0026,January,3,36133,1802.0,72.0,87.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,98.89,train,couple,2,0,0,2,easy_going,high,standard,no_restriction,non_vegetarian,private_transport,91,76,56,44,62,38,56,80,43,54,0,46,budget,2,40.2,1802,3,63
HI0000171,T000043,H0035,January,3,36133,25212.0,44.0,88.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,60.38,train,couple,2,0,0,2,easy_going,high,standard,no_restriction,non_vegetarian,private_transport,91,76,56,44,62,38,56,80,43,54,0,46,luxury,5,90.3,25212,2,72
HI0000172,T000043,H0013,January,3,36133,4412.0,100.0,69.0,100.0,97.58,74.56,50.0,86.65,100.0,3.53,100.0,train,couple,2,0,0,2,easy_going,high,standard,no_restriction,non_vegetarian,private_transport,91,76,56,44,62,38,56,80,43,54,0,46,standard,3,57.2,4412,3,62
HI0000173,T000044,H0007,December,2,29659,27129.0,44.0,66.24,100.0,0.0,62.92,87.5,84.4,100.0,100.0,61.06,train,friends,4,0,0,4,balanced,medium,standard,no_restriction,no_preference,public_transport,64,16,77,82,66,59,49,71,40,85,68,36,luxury,5,89.5,27129,3,54
HI0000174,T000044,H0001,December,2,29659,2049.0,72.0,67.16,100.0,100.0,48.4,25.0,74.8,100.0,0.0,89.44,train,friends,4,0,0,4,balanced,medium,standard,no_restriction,no_preference,public_transport,64,16,77,82,66,59,49,71,40,85,68,36,budget,2,36.3,2049,3,13
HI0000175,T000044,H0036,December,2,29659,3166.0,100.0,46.92,100.0,100.0,47.92,37.5,69.55,100.0,0.0,90.78,train,friends,4,0,0,4,balanced,medium,standard,no_restriction,no_preference,public_transport,64,16,77,82,66,59,49,71,40,85,68,36,standard,3,68.6,3166,2,51
HI0000176,T000044,H0013,December,2,29659,4412.0,100.0,50.6,100.0,100.0,74.56,50.0,86.65,100.0,0.0,94.12,train,friends,4,0,0,4,balanced,medium,standard,no_restriction,no_preference,public_transport,64,16,77,82,66,59,49,71,40,85,68,36,standard,3,57.2,4412,3,62
HI0000177,T000045,H0012,September,2,30662,5444.0,72.0,68.08,100.0,43.62,61.0,37.5,80.35,100.0,32.89,73.74,train,friends,7,0,0,7,packed,low,budget,no_restriction,non_vegetarian,public_transport,58,82,70,52,61,7,25,57,76,80,54,79,standard,3,61.7,5444,2,53
HI0000178,T000045,H0033,September,2,30662,10987.0,44.0,74.52,100.0,0.0,67.72,62.5,80.35,100.0,100.0,58.65,train,friends,7,0,0,7,packed,low,budget,no_restriction,non_vegetarian,public_transport,58,82,70,52,61,7,25,57,76,80,54,79,premium,4,83.0,10987,2,65
HI0000179,T000045,H0002,September,2,30662,27738.0,16.0,55.2,100.0,0.0,68.92,62.5,81.55,76.49,100.0,44.31,train,friends,7,0,0,7,packed,low,budget,no_restriction,non_vegetarian,public_transport,58,82,70,52,61,7,25,57,76,80,54,79,luxury,5,93.1,27738,3,65
HI0000180,T000045,H0024,September,2,30662,2813.0,100.0,76.36,100.0,100.0,67.36,50.0,87.4,100.0,0.0,100.0,train,friends,7,0,0,7,packed,low,budget,no_restriction,non_vegetarian,public_transport,58,82,70,52,61,7,25,57,76,80,54,79,budget,2,45.5,2813,2,63
