interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split
PI0000184,T000023,POI0047,January,morning,Z03,102.7,54.77,992.7,53.79,90.0,88.0,69.2,100.0,70.7,0.24,41.08,66.63,train
PI0000185,T000024,POI0039,March,morning,Z04,50.2,26.96,2384.0,82.65,2.4,5.0,76.8,100.0,88.0,13.52,20.08,65.57,train
PI0000186,T000024,POI0004,March,evening,Z04,12.3,7.82,854.8,72.2,51.0,84.0,88.35,100.0,78.8,5.09,4.92,79.9,train
PI0000187,T000024,POI0008,March,morning,Z04,11.5,6.52,106.9,81.21,64.8,53.0,87.9,100.0,71.5,0.0,4.6,79.16,train
PI0000188,T000024,POI0012,March,evening,Z04,11.5,6.52,106.9,84.84,47.2,68.0,83.1,100.0,66.6,0.0,4.6,76.21,train
PI0000189,T000024,POI0035,March,evening,Z04,34.8,20.09,365.4,79.26,72.2,78.0,87.3,100.0,50.8,0.0,13.92,67.85,train
PI0000190,T000024,POI0005,March,afternoon,Z04,12.3,7.82,4295.8,71.05,56.8,73.0,87.15,100.0,68.9,29.23,4.92,58.97,train
PI0000191,T000024,POI0009,March,afternoon,Z04,11.5,6.52,6050.9,51.12,98.2,84.0,77.85,100.0,61.1,41.7,4.6,62.81,train
PI0000192,T000024,POI0028,March,morning,Z04,21.0,11.17,218.7,87.48,61.6,56.0,90.0,100.0,63.8,0.0,8.4,88.52,train
PI0000193,T000025,POI0053,October,evening,Z06,130.8,72.24,1781.1,69.27,95.0,39.0,72.35,100.0,54.4,5.04,52.32,64.65,train
PI0000194,T000025,POI0051,October,morning,Z06,130.8,72.24,7722.1,73.95,57.6,78.0,75.1,100.0,74.2,66.46,52.32,58.0,train
PI0000195,T000025,POI0055,October,afternoon,Z06,58.6,33.29,1003.1,80.41,68.0,84.0,73.0,100.0,55.1,3.89,23.44,83.8,train
PI0000196,T000025,POI0016,October,evening,Z06,32.9,17.46,310.6,74.54,79.0,88.0,72.25,100.0,69.1,0.0,13.16,86.39,train
PI0000197,T000025,POI0010,October,afternoon,Z06,27.3,14.29,4122.7,80.36,92.6,60.0,72.0,100.0,86.1,40.0,10.92,75.25,train
PI0000198,T000025,POI0017,October,morning,Z06,32.9,17.46,350.6,82.41,71.0,64.0,70.3,100.0,60.8,0.41,13.16,85.14,train
PI0000199,T000025,POI0019,October,afternoon,Z06,35.7,20.48,357.1,79.59,78.2,75.0,73.9,100.0,65.5,0.0,14.28,71.62,train
PI0000200,T000025,POI0007,October,morning,Z06,27.3,14.29,253.7,80.68,83.4,92.0,75.35,100.0,59.6,0.0,10.92,77.89,train
PI0000201,T000026,POI0018,December,evening,Z02,5.2,2.87,699.2,86.56,0.0,95.0,75.8,100.0,86.2,2.77,2.08,77.16,train
PI0000202,T000026,POI0039,December,evening,Z02,41.6,24.46,2323.6,77.38,2.4,95.0,75.9,100.0,88.0,8.24,16.64,66.74,train
PI0000203,T000026,POI0028,December,evening,Z02,10.1,5.54,104.4,79.19,61.6,66.0,71.5,100.0,63.8,0.0,4.04,74.24,train
PI0000204,T000026,POI0005,December,evening,Z02,3.2,1.95,4200.8,80.7,56.8,52.0,72.45,100.0,68.9,17.82,1.28,67.66,train
PI0000205,T000026,POI0057,December,evening,Z02,80.8,42.78,923.3,77.04,75.2,39.0,72.55,100.0,60.6,0.54,32.32,74.9,train
PI0000206,T000026,POI0026,December,afternoon,Z02,10.1,5.54,541.4,53.3,40.2,72.0,69.4,100.0,51.4,1.87,4.04,66.79,train
PI0000207,T000026,POI0015,December,afternoon,Z02,5.2,2.87,694.2,62.86,75.2,84.0,72.7,100.0,55.8,2.75,2.08,78.45,train
PI0000208,T000026,POI0049,December,afternoon,Z02,142.0,89.69,1579.5,51.68,48.6,81.0,70.9,100.0,79.2,0.06,56.8,61.78,train
PI0000209,T000027,POI0060,October,morning,Z07,55.4,29.95,523.7,66.42,60.0,75.0,76.25,100.0,85.3,0.0,22.16,75.79,train
PI0000210,T000027,POI0055,October,afternoon,Z07,55.4,29.95,946.7,80.62,68.0,84.0,85.0,47.0,55.1,14.54,22.16,58.5,train
PI0000211,T000027,POI0009,October,evening,Z07,43.4,22.22,10897.6,72.37,47.0,57.0,72.25,62.0,61.1,100.0,17.36,49.81,train
PI0000212,T000027,POI0034,October,afternoon,Z07,18.3,11.27,5500.3,76.88,70.0,15.0,83.5,88.0,59.7,100.0,7.32,48.04,train
PI0000213,T000027,POI0012,October,evening,Z07,43.4,22.22,361.6,77.06,87.0,68.0,81.0,80.0,66.6,0.0,17.36,77.92,train
PI0000214,T000027,POI0010,October,morning,Z07,43.4,22.22,3074.6,83.53,53.0,62.0,90.0,88.0,86.1,93.25,17.36,43.91,train
PI0000215,T000027,POI0049,October,evening,Z07,112.0,65.81,1113.1,79.29,71.0,38.0,95.5,90.0,79.2,1.03,44.8,82.07,train
PI0000216,T000027,POI0016,October,afternoon,Z07,47.7,26.98,526.9,69.25,59.0,66.0,88.75,100.0,69.1,0.0,19.08,67.12,train
PI0000217,T000028,POI0006,January,morning,Z07,33.0,21.24,395.8,69.47,85.0,92.0,81.3,100.0,64.0,0.0,13.2,75.16,train
PI0000218,T000028,POI0005,January,evening,Z07,33.0,21.24,2879.8,65.65,85.0,52.0,87.15,100.0,68.9,45.34,13.2,57.66,train
PI0000219,T000028,POI0046,January,evening,Z07,51.8,29.96,594.8,78.11,59.0,60.0,89.55,100.0,59.8,1.72,20.72,78.26,train
PI0000220,T000028,POI0049,January,morning,Z07,112.0,65.81,1092.1,76.83,74.0,80.0,88.2,100.0,79.2,0.16,44.8,80.69,train
PI0000221,T000028,POI0019,January,afternoon,Z07,53.2,28.1,506.9,83.75,69.0,75.0,82.8,100.0,65.5,0.0,21.28,83.83,train
PI0000222,T000028,POI0033,January,afternoon,Z07,18.3,11.27,731.3,64.37,73.0,62.0,87.0,100.0,54.6,9.87,7.32,69.15,train
PI0000223,T000028,POI0015,January,morning,Z07,47.7,26.98,915.9,77.18,91.0,84.0,86.4,100.0,55.8,7.1,19.08,82.96,train
PI0000224,T000028,POI0023,January,afternoon,Z07,53.2,28.1,3140.9,66.96,83.0,63.0,73.35,100.0,73.0,48.07,21.28,66.24,train
PI0000225,T000029,POI0058,February,afternoon,Z05,61.1,39.15,758.8,51.19,84.6,78.0,89.85,100.0,68.6,0.81,24.44,67.5,train
PI0000226,T000029,POI0008,February,evening,Z05,9.6,5.48,105.3,41.34,64.8,90.0,87.9,100.0,71.5,0.0,3.84,70.35,train
PI0000227,T000029,POI0025,February,afternoon,Z05,13.9,0.44,218.0,90.09,28.2,58.0,84.0,100.0,75.9,4.28,5.56,64.6,train
PI0000228,T000029,POI0014,February,evening,Z05,15.9,8.61,6866.8,72.7,65.2,50.0,81.45,100.0,88.2,100.0,6.36,51.85,train
PI0000229,T000029,POI0036,February,morning,Z05,19.8,10.31,192.0,55.54,63.4,58.0,87.45,100.0,45.7,0.0,7.92,69.3,train
PI0000230,T000029,POI0027,February,evening,Z05,13.9,0.44,193.0,72.3,57.8,81.0,83.55,100.0,61.5,3.77,5.56,77.04,train
PI0000231,T000029,POI0028,February,afternoon,Z05,13.9,0.44,7.0,58.55,61.6,72.0,90.0,100.0,63.8,0.0,5.56,84.11,train
PI0000232,T000029,POI0035,February,morning,Z05,19.8,10.31,192.0,36.8,72.2,59.0,87.3,100.0,50.8,0.0,7.92,67.52,train
PI0000233,T000030,POI0009,December,afternoon,Z01,3.8,2.02,5978.0,72.34,98.2,84.0,77.85,62.0,61.1,22.69,1.52,76.19,train
PI0000234,T000030,POI0027,December,evening,Z01,7.0,3.73,207.5,61.32,57.8,81.0,83.55,95.0,61.5,0.52,2.8,77.18,train
PI0000235,T000030,POI0035,December,morning,Z01,19.4,10.8,179.3,63.09,72.2,59.0,87.3,87.0,50.8,0.0,7.76,72.23,train
PI0000236,T000030,POI0027,December,morning,Z01,7.0,3.73,207.5,61.32,57.8,94.0,83.55,95.0,61.5,0.52,2.8,75.16,train
PI0000237,T000030,POI0037,December,afternoon,Z01,37.7,21.59,394.1,62.78,62.0,67.0,84.45,94.0,63.0,0.0,15.08,67.58,train
PI0000238,T000030,POI0051,December,morning,Z01,151.8,84.05,4486.5,82.45,57.6,78.0,79.2,63.0,74.2,11.35,60.72,60.34,train
PI0000239,T000030,POI0029,December,evening,Z01,7.0,3.73,362.5,72.02,83.2,56.0,88.5,69.0,58.1,1.11,2.8,69.69,train
PI0000240,T000030,POI0057,December,evening,Z01,69.7,44.97,1010.6,83.55,75.2,39.0,86.85,65.0,60.6,0.48,27.88,65.38,train
PI0000241,T000031,POI0057,November,evening,Z07,55.4,29.95,781.7,83.22,75.2,39.0,86.85,100.0,60.6,0.93,22.16,80.23,validation
PI0000242,T000031,POI0018,November,afternoon,Z07,47.7,26.98,1822.9,67.37,0.0,15.0,77.1,100.0,86.2,4.68,19.08,51.25,validation
PI0000243,T000031,POI0044,November,afternoon,Z07,51.8,29.96,2309.8,72.43,61.4,56.0,87.9,100.0,54.5,6.53,20.72,75.51,validation
PI0000244,T000031,POI0049,November,afternoon,Z07,112.0,65.81,1108.1,67.64,48.6,81.0,88.2,100.0,79.2,0.09,44.8,67.6,validation
PI0000245,T000031,POI0005,November,evening,Z07,33.0,21.24,9607.8,81.95,56.8,52.0,87.15,100.0,68.9,33.24,13.2,70.37,validation
PI0000246,T000031,POI0017,November,morning,Z07,47.7,26.98,566.9,67.22,71.0,64.0,86.4,100.0,60.8,0.14,19.08,77.7,validation
PI0000247,T000031,POI0027,November,afternoon,Z07,36.9,20.67,660.8,71.23,57.8,65.0,83.55,100.0,61.5,1.03,14.76,75.28,validation
PI0000248,T000031,POI0041,November,morning,Z07,10.9,0.6,78.5,77.79,76.0,88.0,84.3,100.0,60.8,0.26,4.36,83.16,validation
PI0000249,T000032,POI0027,October,evening,Z03,15.9,8.18,227.9,65.42,96.0,81.0,100.0,100.0,61.5,2.04,6.36,79.77,train
PI0000250,T000032,POI0036,October,morning,Z03,28.4,15.27,253.0,71.79,79.0,58.0,88.25,100.0,45.7,0.0,11.36,75.54,train
PI0000251,T000032,POI0014,October,morning,Z03,10.9,0.43,3394.5,71.77,70.0,60.0,78.25,100.0,88.2,80.57,4.36,59.17,train
PI0000252,T000032,POI0042,October,afternoon,Z03,41.1,26.42,748.1,44.26,52.0,71.0,95.0,100.0,66.8,7.06,16.44,74.78,train
PI0000253,T000032,POI0057,October,morning,Z03,74.5,44.74,946.3,84.68,93.0,82.0,87.25,100.0,60.6,1.95,29.8,76.27,train
PI0000254,T000032,POI0008,October,evening,Z03,5.3,3.18,58.0,60.37,53.0,90.0,96.0,100.0,71.5,0.0,2.12,63.02,train
PI0000255,T000032,POI0021,October,evening,Z03,5.4,3.33,357.6,81.25,52.0,58.0,72.5,100.0,79.2,7.04,2.16,69.87,train
PI0000256,T000032,POI0056,October,afternoon,Z03,74.5,44.74,2112.3,65.18,70.0,65.0,60.75,100.0,50.2,29.67,29.8,67.17,train
PI0000257,T000033,POI0038,April,afternoon,Z06,20.2,10.78,365.8,56.1,71.8,62.0,72.8,100.0,59.1,1.61,8.08,61.75,train
PI0000258,T000033,POI0007,April,evening,Z06,27.3,14.29,253.7,50.93,83.4,92.0,75.35,100.0,59.6,0.0,10.92,72.14,train
PI0000259,T000033,POI0009,April,morning,Z06,27.3,14.29,8271.7,56.99,98.2,67.0,75.55,100.0,61.1,73.64,10.92,64.92,train
PI0000260,T000033,POI0014,April,afternoon,Z06,32.9,17.46,7009.6,79.47,65.2,64.0,74.35,100.0,88.2,61.53,13.16,69.41,train
PI0000261,T000033,POI0013,April,afternoon,Z06,32.9,17.46,476.6,73.32,66.6,70.0,72.15,100.0,69.4,1.52,13.16,63.68,train
PI0000262,T000033,POI0058,April,morning,Z06,58.6,33.29,667.1,83.94,84.6,64.0,71.45,100.0,68.6,0.37,23.44,83.67,train
PI0000263,T000033,POI0031,April,morning,Z06,10.2,0.97,49.1,70.44,45.0,70.0,72.0,100.0,58.3,0.4,4.08,77.18,train
PI0000264,T000033,POI0009,April,evening,Z06,27.3,14.29,8271.7,56.99,98.2,57.0,75.55,100.0,61.1,73.64,10.92,54.47,train
PI0000265,T000034,POI0023,July,evening,Z03,5.4,3.33,2695.6,67.5,100.0,29.48,73.35,100.0,73.0,24.08,2.16,74.35,train
PI0000266,T000034,POI0051,July,morning,Z03,145.6,86.76,3332.7,82.93,61.0,78.0,79.2,100.0,74.2,16.67,58.24,69.74,train
PI0000267,T000034,POI0041,July,afternoon,Z03,41.1,26.42,472.1,77.31,65.0,18.32,84.3,100.0,60.8,0.19,16.44,68.19,train
PI0000268,T000034,POI0036,July,evening,Z03,28.4,15.27,253.0,69.25,79.0,73.0,87.45,100.0,45.7,0.0,11.36,73.24,train
PI0000269,T000034,POI0023,July,evening,Z03,5.4,3.33,2695.6,67.5,100.0,31.81,73.35,100.0,73.0,24.08,2.16,81.49,train
PI0000270,T000034,POI0003,July,morning,Z03,8.3,4.68,177.3,77.94,59.0,83.0,88.2,100.0,70.0,0.79,3.32,89.36,train
PI0000271,T000034,POI0012,July,evening,Z03,5.3,3.18,58.0,66.96,60.0,68.0,83.1,100.0,66.6,0.0,2.12,58.62,train
PI0000272,T000034,POI0054,July,morning,Z03,145.6,86.76,1532.7,47.36,77.0,70.0,83.4,100.0,79.8,0.22,58.24,58.77,train
PI0000273,T000035,POI0044,February,morning,Z03,102.7,54.77,1441.7,48.79,61.0,72.0,89.0,100.0,54.5,4.04,41.08,59.68,train
PI0000274,T000035,POI0022,February,afternoon,Z03,5.4,3.33,1933.6,80.97,48.0,15.0,82.5,100.0,55.1,15.86,2.16,64.06,train
PI0000275,T000035,POI0002,February,evening,Z03,8.3,4.68,105.3,77.27,62.0,58.0,94.0,100.0,67.0,0.12,3.32,80.96,train
PI0000276,T000035,POI0028,February,morning,Z03,15.9,8.18,141.9,84.09,68.0,56.0,92.5,100.0,63.8,0.0,6.36,83.13,train
PI0000277,T000035,POI0039,February,afternoon,Z03,41.1,26.42,1752.1,75.77,65.0,15.0,70.5,100.0,88.0,11.03,16.44,67.44,train
PI0000278,T000035,POI0012,February,morning,Z03,5.3,3.18,58.0,88.34,79.0,63.0,81.0,100.0,66.6,0.0,2.12,68.05,train
PI0000279,T000035,POI0058,February,morning,Z03,74.5,44.74,884.3,77.43,86.0,64.0,92.75,100.0,68.6,0.17,29.8,70.74,train
PI0000280,T000035,POI0054,February,evening,Z03,145.6,86.76,1532.7,78.25,71.0,56.0,100.0,100.0,79.8,0.2,58.24,73.26,train
PI0000281,T000036,POI0014,November,evening,Z10,77.1,44.02,6379.7,84.71,30.0,50.0,81.45,100.0,88.2,79.0,30.84,50.33,train
PI0000282,T000036,POI0051,November,evening,Z10,70.7,39.95,3726.3,80.49,78.0,40.0,79.2,100.0,74.2,43.15,28.28,66.54,train
PI0000283,T000036,POI0030,November,afternoon,Z10,63.6,39.05,1438.5,76.05,51.0,72.0,80.7,100.0,75.2,9.95,25.44,68.83,train
PI0000284,T000036,POI0055,November,afternoon,Z10,14.9,0.98,236.5,56.16,68.0,84.0,85.5,100.0,55.1,3.26,5.96,88.98,train
PI0000285,T000036,POI0006,November,morning,Z10,65.4,41.68,786.5,50.44,96.0,92.0,81.3,100.0,64.0,0.0,26.16,72.46,train
PI0000286,T000036,POI0006,November,evening,Z10,65.4,41.68,786.5,50.44,96.0,80.0,81.3,100.0,64.0,0.0,26.16,88.82,train
PI0000287,T000036,POI0029,November,morning,Z10,63.6,39.05,1040.5,63.24,46.0,80.0,88.5,100.0,58.1,4.29,25.44,67.83,train
PI0000288,T000036,POI0051,November,morning,Z10,70.7,39.95,3726.3,80.49,78.0,78.0,79.2,100.0,74.2,43.15,28.28,78.72,train
PI0000289,T000037,POI0019,September,evening,Z04,5.4,0.53,2.7,84.84,81.0,85.0,73.9,100.0,65.5,0.0,2.16,92.64,train
PI0000290,T000037,POI0039,September,afternoon,Z04,50.2,26.96,1758.0,76.17,75.0,15.0,75.9,100.0,88.0,21.72,20.08,54.92,train
PI0000291,T000037,POI0047,September,morning,Z04,103.8,57.03,1099.3,68.11,90.0,88.0,69.2,100.0,70.7,0.47,41.52,80.94,train
PI0000292,T000037,POI0025,September,morning,Z04,21.0,11.17,321.7,65.8,61.0,53.68,73.5,100.0,75.9,1.72,8.4,72.84,train
PI0000293,T000037,POI0047,September,afternoon,Z04,103.8,57.03,1099.3,68.11,90.0,66.0,69.2,100.0,70.7,0.47,41.52,83.09,train
PI0000294,T000037,POI0040,September,morning,Z04,50.2,26.96,457.0,87.59,69.0,45.0,74.0,100.0,45.0,0.0,20.08,75.84,train
PI0000295,T000037,POI0008,September,evening,Z04,11.5,6.52,106.9,78.85,68.0,90.0,70.8,100.0,71.5,0.0,4.6,89.67,train
PI0000296,T000037,POI0040,September,afternoon,Z04,50.2,26.96,457.0,87.59,69.0,73.0,74.0,100.0,45.0,0.0,20.08,77.95,train
PI0000297,T000038,POI0055,January,evening,Z10,14.9,0.98,236.5,78.31,68.0,55.0,73.0,100.0,55.1,1.19,5.96,87.0,train
PI0000298,T000038,POI0049,January,morning,Z10,70.7,39.95,711.3,69.2,71.0,80.0,70.9,100.0,79.2,0.08,28.28,84.87,train
PI0000299,T000038,POI0005,January,afternoon,Z10,65.4,41.68,4945.5,71.26,14.0,73.0,72.45,100.0,68.9,21.63,26.16,54.96,train
PI0000300,T000038,POI0053,January,afternoon,Z10,70.7,39.95,951.3,66.97,73.0,79.0,72.35,100.0,54.4,1.33,28.28,62.38,train
PI0000301,T000038,POI0012,January,afternoon,Z10,73.8,41.29,703.7,84.62,87.0,73.0,73.8,100.0,66.6,0.0,29.52,72.64,train
PI0000302,T000038,POI0034,January,morning,Z10,64.3,33.2,3590.7,91.18,70.0,5.0,73.3,100.0,59.7,15.65,25.72,66.67,train
PI0000303,T000038,POI0018,January,evening,Z10,77.1,44.02,1500.7,86.84,35.0,95.0,75.8,100.0,86.2,3.49,30.84,87.47,train
PI0000304,T000038,POI0025,January,morning,Z10,63.6,39.05,894.5,70.63,51.0,82.0,73.5,100.0,75.9,0.81,25.44,75.79,train
PI0000305,T000039,POI0001,July,evening,Z05,6.4,3.57,148.3,79.72,70.0,64.0,71.45,100.0,60.4,1.19,2.56,91.12,train
PI0000306,T000039,POI0027,July,afternoon,Z05,13.9,0.44,93.0,74.33,52.0,65.0,69.35,100.0,61.5,1.19,5.56,69.37,train
PI0000307,T000039,POI0044,July,morning,Z05,81.3,42.34,1171.6,69.76,48.0,43.15,72.2,100.0,54.5,6.62,32.52,55.58,train
PI0000308,T000039,POI0014,July,morning,Z05,15.9,8.61,3556.8,78.38,71.0,60.0,74.35,100.0,88.2,47.03,6.36,66.11,train
PI0000309,T000039,POI0035,July,afternoon,Z05,19.8,10.31,192.0,80.28,45.0,70.0,72.4,100.0,50.8,0.0,7.92,77.81,train
PI0000310,T000039,POI0042,July,morning,Z05,35.5,18.74,612.5,74.18,63.0,82.0,71.0,100.0,66.8,4.12,14.2,81.52,train
PI0000311,T000039,POI0033,July,morning,Z05,19.8,10.31,733.0,78.34,91.0,61.31,72.5,100.0,54.6,7.51,7.92,93.7,train
PI0000312,T000039,POI0015,July,morning,Z05,15.9,8.61,556.8,75.31,66.0,84.0,72.7,100.0,55.8,5.4,6.36,73.84,train
PI0000313,T000040,POI0040,January,evening,Z08,55.8,29.79,536.3,82.49,55.68,84.0,82.5,100.0,45.0,0.0,22.32,75.92,train
PI0000314,T000040,POI0020,January,afternoon,Z08,94.2,59.11,1291.5,75.88,48.88,55.0,85.2,100.0,61.3,1.12,37.68,57.2,train
PI0000315,T000040,POI0040,January,evening,Z08,55.8,29.79,536.3,82.49,55.68,84.0,82.5,100.0,45.0,0.0,22.32,73.97,train
PI0000316,T000040,POI0051,January,evening,Z08,71.3,37.85,8301.4,81.74,65.76,40.0,79.2,100.0,74.2,51.52,28.52,62.24,train
PI0000317,T000040,POI0045,January,afternoon,Z08,10.2,0.86,761.1,78.74,62.56,74.0,88.05,100.0,72.7,5.1,4.08,73.22,train
PI0000318,T000040,POI0027,January,evening,Z08,71.6,42.09,1056.4,76.59,72.68,81.0,83.55,100.0,61.5,2.25,28.64,83.31,train
PI0000319,T000040,POI0026,January,afternoon,Z08,71.6,42.09,1829.4,72.02,58.52,72.0,83.7,100.0,51.4,7.46,28.64,64.82,train
PI0000320,T000040,POI0028,January,evening,Z08,71.6,42.09,723.4,84.03,62.56,66.0,90.0,100.0,63.8,0.0,28.64,70.1,train
PI0000321,T000041,POI0032,April,evening,Z09,119.4,74.3,1322.6,74.07,66.4,39.0,69.1,100.0,74.7,1.52,47.76,67.3,test
PI0000322,T000041,POI0026,April,evening,Z09,128.7,79.6,1836.6,70.96,40.2,42.0,69.4,100.0,51.4,9.65,51.48,62.83,test
PI0000323,T000041,POI0013,April,morning,Z09,147.6,81.7,1663.0,77.43,66.6,70.0,72.15,100.0,69.4,2.65,59.04,69.38,test
PI0000324,T000041,POI0031,April,morning,Z09,119.4,74.3,1287.6,75.15,45.0,70.0,72.0,100.0,58.3,0.75,47.76,64.71,test
PI0000325,T000041,POI0060,April,afternoon,Z09,69.0,39.06,745.0,74.24,69.4,50.0,74.75,100.0,85.3,0.0,27.6,70.1,test
PI0000326,T000041,POI0043,April,afternoon,Z09,60.3,37.71,799.6,76.85,45.6,61.0,71.5,100.0,62.9,1.48,24.12,68.08,test
PI0000327,T000041,POI0012,April,morning,Z09,139.4,87.12,1433.2,78.84,47.2,63.0,73.8,100.0,66.6,0.0,55.76,65.83,test
PI0000328,T000041,POI0050,April,morning,Z09,10.9,0.35,29.5,73.56,67.4,89.0,73.2,100.0,82.4,0.53,4.36,67.58,test
PI0000329,T000042,POI0025,November,morning,Z07,36.9,20.67,477.8,72.2,61.0,82.0,84.0,100.0,75.9,1.31,14.76,76.5,train
PI0000330,T000042,POI0027,November,afternoon,Z07,36.9,20.67,460.8,57.97,52.0,65.0,83.55,100.0,61.5,1.1,14.76,70.81,train
PI0000331,T000042,POI0034,November,afternoon,Z07,18.3,11.27,2047.3,92.25,81.0,15.0,84.6,100.0,59.7,23.66,7.32,84.45,train
PI0000332,T000042,POI0017,November,morning,Z07,47.7,26.98,542.9,63.01,60.0,64.0,86.4,100.0,60.8,0.2,19.08,76.09,train
PI0000333,T000042,POI0018,November,evening,Z07,47.7,26.98,958.9,90.72,87.0,95.0,77.1,100.0,86.2,5.5,19.08,91.03,train
PI0000334,T000042,POI0040,November,morning,Z07,10.9,0.6,5.5,88.68,69.0,45.0,82.5,100.0,45.0,0.0,4.36,76.46,train
PI0000335,T000042,POI0026,November,afternoon,Z07,36.9,20.67,639.8,56.71,49.0,72.0,83.7,100.0,51.4,3.38,14.76,62.14,train
PI0000336,T000042,POI0014,November,evening,Z07,47.7,26.98,3915.9,70.2,71.0,50.0,81.45,100.0,88.2,43.17,19.08,69.41,train
PI0000337,T000043,POI0029,January,morning,Z05,13.9,0.44,193.0,63.66,77.0,80.0,95.0,100.0,58.1,1.59,5.56,75.89,train
PI0000338,T000043,POI0012,January,morning,Z05,9.6,5.48,105.3,88.68,66.0,63.0,81.0,100.0,66.6,0.0,3.84,83.86,train
PI0000339,T000043,POI0008,January,morning,Z05,9.6,5.48,105.3,84.04,76.0,53.0,96.0,100.0,71.5,0.0,3.84,76.22,train
PI0000340,T000043,POI0046,January,evening,Z05,81.3,42.34,788.6,77.33,59.0,60.0,93.25,100.0,59.8,0.8,32.52,65.25,train
PI0000341,T000043,POI0007,January,evening,Z05,9.6,5.48,105.3,74.23,70.0,92.0,73.25,100.0,59.6,0.0,3.84,79.93,train
PI0000342,T000043,POI0027,January,evening,Z05,13.9,0.44,93.0,70.19,88.0,81.0,100.0,100.0,61.5,0.73,5.56,71.41,train
PI0000343,T000043,POI0002,January,afternoon,Z05,6.4,3.57,76.3,70.57,67.0,55.0,94.0,100.0,67.0,0.12,2.56,74.06,train
PI0000344,T000043,POI0002,January,morning,Z05,6.4,3.57,76.3,70.57,67.0,84.0,94.0,100.0,67.0,0.12,2.56,72.29,train
PI0000345,T000044,POI0056,December,afternoon,Z09,69.0,39.06,1993.0,71.75,79.0,65.0,70.95,100.0,50.2,14.43,27.6,75.94,train
PI0000346,T000044,POI0041,December,evening,Z09,141.9,74.97,1449.6,77.71,65.0,86.0,84.3,100.0,60.8,0.24,56.76,82.01,train
PI0000347,T000044,POI0024,December,afternoon,Z09,164.4,89.55,1509.3,80.66,29.0,56.0,78.45,100.0,63.4,0.0,65.76,74.12,train
PI0000348,T000044,POI0019,December,morning,Z09,164.4,89.55,1509.3,75.32,81.0,42.0,82.8,100.0,65.5,0.0,65.76,74.3,train
PI0000349,T000044,POI0033,December,evening,Z09,119.4,74.3,1794.6,76.15,91.0,44.0,87.0,100.0,54.6,6.25,47.76,71.91,train
PI0000350,T000044,POI0021,December,afternoon,Z09,164.4,89.55,1805.3,81.47,68.0,73.0,78.0,100.0,79.2,3.42,65.76,72.31,train
PI0000351,T000044,POI0055,December,evening,Z09,69.0,39.06,877.0,62.32,61.0,55.0,85.5,100.0,55.1,1.53,27.6,76.09,train
PI0000352,T000044,POI0035,December,morning,Z09,119.4,74.3,1253.6,63.71,45.0,59.0,87.3,100.0,50.8,0.0,47.76,50.58,train
PI0000353,T000045,POI0019,September,morning,Z07,53.2,28.1,506.9,74.2,81.0,42.0,73.9,100.0,65.5,0.0,21.28,67.07,train
PI0000354,T000045,POI0042,September,afternoon,Z07,10.9,0.6,302.5,72.69,63.0,71.0,71.0,100.0,66.8,4.65,4.36,90.6,train
PI0000355,T000045,POI0012,September,afternoon,Z07,43.4,22.22,361.6,76.09,60.0,73.0,73.8,100.0,66.6,0.0,17.36,62.62,train
PI0000356,T000045,POI0044,September,evening,Z07,51.8,29.96,977.8,68.9,48.0,15.61,72.2,100.0,54.5,7.47,20.72,62.41,train
PI0000357,T000045,POI0013,September,evening,Z07,47.7,26.98,600.9,84.64,85.0,44.0,72.15,100.0,69.4,1.16,19.08,93.43,train
PI0000358,T000045,POI0026,September,afternoon,Z07,36.9,20.67,639.8,75.34,49.0,72.0,69.4,100.0,51.4,4.15,14.76,76.38,train
PI0000359,T000045,POI0058,September,evening,Z07,55.4,29.95,543.7,83.75,87.0,54.0,71.45,100.0,68.6,0.31,22.16,78.97,train
PI0000360,T000045,POI0030,September,evening,Z07,36.9,20.67,781.8,61.1,90.0,25.49,74.6,100.0,75.2,6.37,14.76,66.26,train
PI0000361,T000046,POI0031,December,morning,Z07,18.3,11.27,214.3,77.23,50.0,70.0,72.0,100.0,58.3,0.16,7.32,63.74,train
PI0000362,T000046,POI0010,December,morning,Z07,43.4,22.22,1430.6,85.96,68.0,62.0,72.0,100.0,86.1,7.02,17.36,77.2,train
PI0000363,T000046,POI0050,December,evening,Z07,112.0,65.81,1100.1,72.38,62.0,41.0,73.2,100.0,82.4,0.11,44.8,70.98,train
PI0000364,T000046,POI0023,December,morning,Z07,53.2,28.1,3140.9,70.15,100.0,63.0,77.05,100.0,73.0,17.3,21.28,71.62,train
PI0000365,T000046,POI0006,December,evening,Z07,33.0,21.24,395.8,68.78,52.0,80.0,74.4,100.0,64.0,0.0,13.2,74.85,train
PI0000366,T000046,POI0032,December,morning,Z07,18.3,11.27,232.3,79.83,71.0,76.0,69.1,100.0,74.7,0.28,7.32,77.27,train
PI0000367,T000046,POI0055,December,evening,Z07,55.4,29.95,655.7,76.4,61.0,55.0,73.0,100.0,55.1,0.87,22.16,70.08,train
PI0000368,T000046,POI0020,December,afternoon,Z07,53.2,28.1,549.9,73.98,69.0,55.0,69.9,100.0,61.3,0.28,21.28,71.94,train
