interaction_id,traveller_id,poi_id,month,time_period,hotel_zone,travel_time_minutes,travel_distance_km,estimated_cost,preference_match,party_match,context_match,pace_match,accessibility_match,quality_component,cost_penalty,travel_burden,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,category,typical_duration_minutes,accessibility_score,quality_score,food_affinity,culture_affinity,nature_affinity,beach_affinity,wellness_affinity,adventure_affinity,nightlife_affinity,shopping_affinity,history_affinity,photography_affinity,wildlife_affinity,spirituality_affinity
PI0000078,T000010,POI0015,May,evening,Z08,92.1,54.2,1407.0,68.39,68.0,62.0,72.7,100.0,55.8,10.98,36.84,70.11,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,private_transport,73,58,83,87,97,8,16,39,49,60,71,48,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0000079,T000010,POI0006,May,afternoon,Z08,79.2,48.0,855.8,74.75,57.0,69.0,74.4,100.0,64.0,0.0,31.68,80.16,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,private_transport,73,58,83,87,97,8,16,39,49,60,71,48,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0000080,T000010,POI0056,May,afternoon,Z08,14.2,9.2,1427.1,56.3,70.0,65.0,77.85,100.0,50.2,35.22,5.68,52.8,train,solo,1,0,0,1,packed,medium,budget,no_restriction,vegetarian,private_transport,73,58,83,87,97,8,16,39,49,60,71,48,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0000081,T000011,POI0050,March,evening,Z02,142.0,89.69,1604.5,40.32,67.4,41.0,84.0,100.0,82.4,0.12,56.8,54.84,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0000082,T000011,POI0002,March,evening,Z02,3.2,1.95,72.8,56.97,69.8,58.0,94.0,100.0,67.0,0.12,1.28,81.07,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0000083,T000011,POI0011,March,afternoon,Z02,14.5,0.33,413.2,61.03,48.0,73.0,99.25,100.0,59.9,1.23,5.8,67.75,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0000084,T000011,POI0050,March,evening,Z02,142.0,89.69,1604.5,40.32,67.4,41.0,84.0,100.0,82.4,0.12,56.8,56.49,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0000085,T000011,POI0058,March,afternoon,Z02,80.8,42.78,847.3,50.84,84.6,78.0,92.75,100.0,68.6,0.15,32.32,79.58,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,religious_site,89,76,68.6,36,89,22,17,15,23,16,19,85,11,26,100
PI0000086,T000011,POI0054,March,morning,Z02,142.0,89.69,1626.5,47.92,76.2,70.0,100.0,100.0,79.8,0.18,56.8,72.34,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0000087,T000011,POI0004,March,afternoon,Z02,3.2,1.95,1351.8,45.09,51.0,66.0,95.25,100.0,78.8,3.99,1.28,74.69,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,food,79,59,78.8,88,88,27,18,14,19,0,2,4,8,24,9
PI0000088,T000011,POI0022,March,afternoon,Z02,11.8,6.04,5609.1,56.4,25.8,15.0,82.5,100.0,55.1,16.68,4.72,61.95,test,family,4,3,0,7,easy_going,high,budget,no_restriction,vegetarian,fastest,6,59,14,82,31,14,92,16,28,15,11,2,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
PI0000089,T000012,POI0053,September,evening,Z10,70.7,39.95,862.3,62.86,71.0,39.0,72.35,100.0,54.4,2.92,28.28,63.4,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0000090,T000012,POI0031,September,afternoon,Z10,64.3,33.2,606.7,74.69,69.0,63.0,72.0,100.0,58.3,0.42,25.72,70.32,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,fort,100,83,58.3,11,92,15,14,30,20,23,20,87,88,0,27
PI0000091,T000012,POI0044,September,afternoon,Z10,16.5,9.89,648.0,56.13,61.0,21.42,72.2,100.0,54.5,8.34,6.6,61.85,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,wildlife,104,36,54.5,30,14,83,11,0,3,0,0,5,35,84,35
PI0000092,T000012,POI0027,September,evening,Z10,63.6,39.05,825.5,68.53,96.0,81.0,69.35,100.0,61.5,1.5,25.44,80.11,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0000093,T000012,POI0018,September,evening,Z10,77.1,44.02,1262.7,90.42,47.0,95.0,75.8,100.0,86.2,7.55,30.84,78.6,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0000094,T000012,POI0009,September,evening,Z10,73.8,41.29,4573.7,57.13,64.0,57.0,75.55,100.0,61.1,67.63,29.52,41.5,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,wellness,171,52,61.1,2,12,87,34,79,12,0,18,7,13,9,18
PI0000095,T000012,POI0060,September,evening,Z10,14.9,0.98,7.5,70.79,47.0,49.13,74.75,100.0,85.3,0.0,5.96,54.28,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,beach,155,92,85.3,48,6,18,99,34,11,22,20,23,79,18,0
PI0000096,T000012,POI0040,September,evening,Z10,58.1,32.18,547.8,88.79,71.0,84.0,74.0,100.0,45.0,0.0,23.24,84.32,train,solo,1,0,0,1,packed,medium,premium,no_restriction,jain,lowest_cost,98,94,61,47,43,35,60,85,36,68,25,43,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0000097,T000013,POI0032,November,afternoon,Z04,34.8,20.09,462.4,88.48,71.84,70.0,82.8,100.0,74.7,0.37,13.92,86.32,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0000098,T000013,POI0006,November,evening,Z04,12.3,7.82,129.8,71.04,68.04,80.0,81.3,100.0,64.0,0.0,4.92,80.73,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0000099,T000013,POI0003,November,afternoon,Z04,12.3,7.82,316.8,79.69,73.64,55.0,88.2,100.0,70.0,0.71,4.92,79.99,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0000100,T000013,POI0039,November,afternoon,Z04,50.2,26.96,3379.0,57.69,31.04,15.0,76.8,100.0,88.0,11.16,20.08,54.1,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,nightlife,178,84,88.0,83,6,17,0,9,22,95,100,12,37,22,18
PI0000101,T000013,POI0020,November,afternoon,Z04,5.4,0.53,99.7,77.9,48.88,55.0,85.2,100.0,61.3,0.37,2.16,66.55,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0000102,T000013,POI0043,November,afternoon,Z04,103.8,57.03,1162.3,71.12,55.76,61.0,90.0,100.0,62.9,0.35,41.52,88.5,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
PI0000103,T000013,POI0050,November,evening,Z04,182.1,97.33,1792.2,63.86,57.64,41.0,84.9,100.0,82.4,0.13,72.84,58.19,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0000104,T000013,POI0057,November,evening,Z04,100.3,53.22,1093.9,56.64,72.32,39.0,86.85,100.0,60.6,0.72,40.12,68.29,test,family,4,1,1,6,balanced,medium,premium,no_restriction,vegetarian,fastest,38,88,53,56,44,15,36,63,95,91,62,95,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0000105,T000014,POI0025,September,morning,Z05,13.9,0.44,110.0,85.69,66.0,48.88,82.5,100.0,75.9,1.05,5.56,67.79,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,waterfall,130,16,75.9,24,17,91,27,35,80,14,14,29,96,14,14
PI0000106,T000014,POI0018,September,afternoon,Z05,15.9,8.61,599.8,73.1,47.0,15.0,71.0,100.0,86.2,4.42,6.36,55.84,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0000107,T000014,POI0059,September,evening,Z05,61.1,39.15,742.8,61.11,64.0,59.0,92.5,100.0,79.4,0.25,24.44,74.42,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,cultural_site,90,76,79.4,21,84,23,33,0,31,20,17,73,26,0,90
PI0000108,T000014,POI0002,September,afternoon,Z05,6.4,3.57,76.3,60.36,62.0,55.0,94.0,100.0,67.0,0.14,2.56,70.35,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0000109,T000014,POI0006,September,evening,Z05,6.4,3.57,62.3,66.9,57.0,50.42,78.0,100.0,64.0,0.0,2.56,63.04,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0000110,T000014,POI0056,September,afternoon,Z05,61.1,39.15,1966.8,75.54,70.0,44.62,60.75,100.0,50.2,12.77,24.44,67.51,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0000111,T000014,POI0040,September,morning,Z05,35.5,18.74,315.5,74.56,71.0,45.0,80.0,100.0,45.0,0.0,14.2,81.71,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0000112,T000014,POI0019,September,evening,Z05,20.9,12.05,207.7,75.78,55.0,85.0,80.5,100.0,65.5,0.0,8.36,79.66,train,solo,1,0,0,1,easy_going,high,standard,no_restriction,vegetarian,balanced,72,8,93,13,95,80,59,78,79,94,25,59,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0000113,T000015,POI0052,December,morning,Z05,139.6,74.19,1436.5,61.53,73.2,87.0,73.95,100.0,88.6,0.0,55.84,53.03,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0000114,T000015,POI0056,December,afternoon,Z05,61.1,39.15,3482.8,79.46,46.32,65.0,77.85,100.0,50.2,30.88,24.44,59.74,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0000115,T000015,POI0036,December,evening,Z05,19.8,10.31,192.0,64.2,61.24,73.0,72.35,100.0,45.7,0.0,7.92,62.61,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,shopping,107,82,45.7,90,24,27,3,23,16,14,91,37,41,35,18
PI0000116,T000015,POI0006,December,afternoon,Z05,6.4,3.57,62.3,74.12,68.04,69.0,74.4,100.0,64.0,0.0,2.56,69.5,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,beach,148,86,64.0,23,10,15,80,18,32,21,18,7,71,14,19
PI0000117,T000015,POI0010,December,evening,Z05,9.6,5.48,2422.3,67.24,76.76,71.0,72.0,100.0,86.1,25.89,3.84,77.25,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,food,100,78,86.1,81,83,3,17,16,22,13,25,32,21,24,20
PI0000118,T000015,POI0044,December,afternoon,Z05,81.3,42.34,1748.6,52.41,66.04,56.0,72.2,100.0,54.5,11.78,32.52,68.04,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,wildlife,104,36,54.5,30,14,83,11,0,3,0,0,5,35,84,35
PI0000119,T000015,POI0033,December,evening,Z05,19.8,10.31,1416.0,66.22,61.56,44.0,72.5,100.0,54.6,13.68,7.92,52.75,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,wildlife,110,31,54.6,39,12,100,17,4,20,7,10,24,26,80,31
PI0000120,T000015,POI0020,December,evening,Z05,20.9,12.05,304.7,64.82,48.88,84.0,69.9,100.0,61.3,1.08,8.36,56.43,train,family,3,1,1,5,packed,medium,standard,no_restriction,vegan,balanced,65,41,77,67,33,89,76,27,36,31,15,14,viewpoint,58,70,61.3,0,10,71,10,22,17,16,18,22,76,28,27
PI0000121,T000016,POI0042,January,evening,Z02,41.6,24.46,906.6,38.4,59.0,46.0,71.0,52.0,66.8,15.45,16.64,48.91,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0000122,T000016,POI0009,January,morning,Z02,14.5,0.33,6099.2,75.51,47.0,67.0,75.55,52.0,61.1,100.0,5.8,60.46,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,wellness,171,52,61.1,2,12,87,34,79,12,0,18,7,13,9,18
PI0000123,T000016,POI0053,January,evening,Z02,142.0,89.69,1822.5,34.33,73.0,39.0,72.35,55.0,54.4,7.76,56.8,53.31,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0000124,T000016,POI0040,January,afternoon,Z02,41.6,24.46,396.6,68.93,66.0,73.0,74.0,76.0,45.0,0.0,16.64,73.31,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,shopping,140,76,45.0,84,38,25,31,34,33,27,89,26,6,28,3
PI0000125,T000016,POI0038,January,afternoon,Z02,41.6,24.46,550.6,83.76,58.0,62.0,72.8,15.0,59.1,4.67,16.64,63.49,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,waterfall,116,15,59.1,28,21,78,9,13,89,8,25,5,83,21,49
PI0000126,T000016,POI0050,January,afternoon,Z02,142.0,89.69,1592.5,83.27,43.0,79.0,73.2,26.0,82.4,0.79,56.8,52.62,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0000127,T000016,POI0003,January,afternoon,Z02,3.2,1.95,180.8,71.38,71.0,55.0,70.9,48.0,70.0,4.42,1.28,76.84,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,photography,78,48,70.0,15,21,89,28,29,15,14,30,83,74,6,8
PI0000128,T000016,POI0056,January,afternoon,Z02,80.8,42.78,2757.3,76.11,6.0,65.0,77.85,34.0,50.2,59.39,32.32,33.91,train,seniors,2,0,1,3,packed,low,budget,wheelchair_friendly_preference,non_vegetarian,fastest,54,0,94,78,58,72,37,41,0,75,62,26,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0000129,T000017,POI0047,January,morning,Z09,60.3,37.71,760.6,65.17,76.0,88.0,69.2,100.0,70.7,0.45,24.12,66.78,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,religious_site,44,66,70.7,15,67,23,30,1,12,6,8,85,0,27,91
PI0000130,T000017,POI0055,January,morning,Z09,69.0,39.06,877.0,72.55,68.0,83.0,73.0,100.0,55.1,2.1,27.6,70.89,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,museum,120,37,55.1,17,83,14,32,34,17,0,27,89,23,31,6
PI0000131,T000017,POI0032,January,morning,Z09,119.4,74.3,1295.6,70.94,59.0,76.0,69.1,100.0,74.7,0.67,47.76,65.23,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,cultural_site,42,42,74.7,19,83,18,19,22,31,6,5,76,23,34,81
PI0000132,T000017,POI0011,January,afternoon,Z09,139.4,87.12,1608.2,69.34,69.0,73.0,70.15,100.0,59.9,2.79,55.76,66.46,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,museum,63,93,59.9,6,81,23,20,16,18,16,21,96,0,17,22
PI0000133,T000017,POI0053,January,morning,Z09,10.9,0.35,172.5,62.87,71.0,88.0,72.35,100.0,54.4,2.66,4.36,80.66,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,museum,107,55,54.4,9,88,31,20,4,3,2,0,85,33,19,0
PI0000134,T000017,POI0056,January,morning,Z09,69.0,39.06,1993.0,53.74,70.0,68.0,77.85,100.0,50.2,19.88,27.6,53.49,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0000135,T000017,POI0057,January,afternoon,Z09,69.0,39.06,827.0,55.2,93.0,75.0,72.55,100.0,60.6,1.31,27.6,67.79,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,waterfall,111,55,60.6,32,0,87,34,18,89,11,18,0,66,31,8
PI0000136,T000017,POI0046,January,afternoon,Z09,60.3,37.71,826.6,76.35,73.0,59.0,71.35,100.0,59.8,1.5,24.12,62.16,validation,solo,1,0,0,1,packed,low,luxury,no_restriction,vegetarian,public_transport,83,88,52,63,53,18,66,66,41,39,0,48,fort,87,100,59.8,18,78,27,27,27,38,37,15,87,80,20,12
PI0000137,T000018,POI0045,November,morning,Z01,71.1,43.86,1009.9,76.82,78.0,68.0,89.25,100.0,72.7,3.72,28.44,64.03,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,museum,103,71,72.7,26,89,38,35,7,40,13,32,85,15,0,17
PI0000138,T000018,POI0015,November,afternoon,Z01,8.5,5.16,489.6,77.63,66.0,84.0,86.5,100.0,55.8,7.27,3.4,79.94,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0000139,T000018,POI0050,November,afternoon,Z01,151.8,84.05,1528.5,61.92,62.0,79.0,84.0,100.0,82.4,0.32,60.72,71.09,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,waterfall,124,26,82.4,34,0,82,18,0,85,34,6,24,77,11,37
PI0000140,T000018,POI0043,November,evening,Z01,71.1,43.86,853.9,65.24,55.0,61.0,92.5,100.0,62.9,0.8,28.44,66.02,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,waterfall,90,22,62.9,10,27,84,3,16,87,27,18,38,93,16,29
PI0000141,T000018,POI0027,November,evening,Z01,7.0,3.73,157.5,80.59,52.0,81.0,100.0,100.0,61.5,1.61,2.8,85.6,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,photography,47,85,61.5,17,23,86,29,29,0,0,32,94,76,0,21
PI0000142,T000018,POI0054,November,evening,Z01,151.8,84.05,1535.5,78.13,77.0,56.0,100.0,100.0,79.8,0.45,60.72,71.14,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0000143,T000018,POI0015,November,afternoon,Z01,8.5,5.16,489.6,77.63,66.0,84.0,86.5,100.0,55.8,7.27,3.4,73.3,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,museum,114,54,55.8,26,79,17,22,29,15,26,16,84,29,0,4
PI0000144,T000018,POI0042,November,evening,Z01,37.7,21.59,691.1,71.97,63.0,46.0,95.0,100.0,66.8,5.55,15.08,63.8,train,friends,6,0,0,6,easy_going,low,budget,no_restriction,vegetarian,public_transport,70,74,79,66,77,2,25,44,62,55,35,68,museum,80,52,66.8,32,86,31,23,13,28,21,20,96,0,2,5
PI0000145,T000019,POI0056,January,evening,Z08,14.2,9.2,1427.1,68.94,72.0,63.0,70.95,100.0,50.2,27.4,5.68,68.91,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,adventure,217,34,50.2,1,11,80,15,3,79,11,29,29,18,15,21
PI0000146,T000019,POI0016,January,morning,Z08,92.1,54.2,1018.0,75.59,87.0,85.0,87.75,100.0,69.1,0.0,36.84,79.29,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,beach,105,90,69.1,15,29,40,73,24,7,25,18,0,92,12,13
PI0000147,T000019,POI0008,January,morning,Z08,95.8,52.69,957.2,71.11,76.0,53.0,87.9,100.0,71.5,0.0,38.32,78.36,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,market,76,100,71.5,90,68,19,9,5,9,15,92,4,20,14,16
PI0000148,T000019,POI0030,January,evening,Z08,71.6,42.09,1130.4,66.15,92.0,48.0,80.7,100.0,75.2,8.94,28.64,81.08,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,wildlife,152,28,75.2,23,15,86,23,6,14,37,6,0,0,85,20
PI0000149,T000019,POI0014,January,evening,Z08,92.1,54.2,4407.0,86.01,69.0,50.0,81.45,100.0,88.2,74.4,36.84,62.22,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,wellness,147,82,88.2,20,35,91,30,89,47,17,0,39,14,21,35
PI0000150,T000019,POI0054,January,morning,Z08,71.3,37.85,690.4,73.45,81.0,70.0,83.4,100.0,79.8,0.53,28.52,83.52,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,cultural_site,46,34,79.8,22,80,19,12,7,15,6,23,75,28,5,80
PI0000151,T000019,POI0018,January,afternoon,Z08,92.1,54.2,1450.0,79.31,91.0,15.0,77.1,100.0,86.2,9.48,36.84,80.03,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,nightlife,176,57,86.2,86,37,21,26,19,17,78,88,9,27,33,24
PI0000152,T000019,POI0052,January,morning,Z08,71.3,37.85,666.4,74.51,100.0,87.0,82.65,100.0,88.6,0.0,28.52,91.79,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,balanced,79,70,85,55,84,45,47,57,58,69,46,60,beach,139,100,88.6,18,14,0,75,33,12,24,3,37,83,23,47
PI0000153,T000020,POI0002,December,afternoon,Z09,155.0,84.0,1691.9,56.4,69.8,55.0,89.1,100.0,67.0,0.58,62.0,62.15,train,family,3,2,0,5,balanced,low,premium,no_restriction,no_preference,lowest_cost,79,69,43,57,88,59,93,82,27,56,54,9,religious_site,84,96,67.0,10,89,33,18,9,10,27,28,89,12,22,85
PI0000154,T000020,POI0019,December,afternoon,Z09,164.4,89.55,1509.3,77.05,78.2,75.0,82.8,100.0,65.5,0.0,65.76,73.15,train,family,3,2,0,5,balanced,low,premium,no_restriction,no_preference,lowest_cost,79,69,43,57,88,59,93,82,27,56,54,9,shopping,138,41,65.5,82,21,18,29,24,28,11,92,39,8,9,36
PI0000155,T000020,POI0022,December,afternoon,Z09,164.4,89.55,5801.3,86.14,25.8,15.0,84.0,100.0,55.1,83.49,65.76,44.58,train,family,3,2,0,5,balanced,low,premium,no_restriction,no_preference,lowest_cost,79,69,43,57,88,59,93,82,27,56,54,9,nightlife,130,46,55.1,71,4,14,13,29,22,70,89,13,35,12,12
